Time,Voltage
19.01,3.309396744
19.02,3.314371109
19.03,3.324319839
19.04,3.315793991
19.05,3.323610306
19.06,3.312950134
19.07,3.317214966
19.08,3.329294205
19.09,3.32147789
19.1,3.328584671
19.11,3.318635941
19.12,3.32147789
19.13,3.33142662
19.14,3.324319839
19.15,3.332847595
19.16,3.322189331
19.17,3.327163696
19.18,3.336400986
19.19,3.329294205
19.2,3.335689545
19.21,3.325740814
19.22,3.330005646
19.23,3.339954376
19.24,3.333559036
19.25,3.339954376
19.26,3.330005646
19.27,3.335689545
19.28,3.345638275
19.29,3.337112427
19.3,3.342796326
19.31,3.33426857
19.32,3.33782196
19.33,3.349903107
19.34,3.34066391
19.35,3.348482132
19.36,3.338533401
19.37,3.342084885
19.38,3.354877472
19.39,3.3442173
19.4,3.35061264
19.41,3.342796326
19.42,3.345638275
19.43,3.356298447
19.44,3.347770691
19.45,3.355587006
19.46,3.347770691
19.47,3.351324081
19.48,3.360561371
19.49,3.352033615
19.5,3.359140396
19.51,3.351324081
19.52,3.355587006
19.53,3.365535736
19.54,3.355587006
19.55,3.362693787
19.56,3.357719421
19.57,3.357719421
19.58,3.368377686
19.59,3.35700798
19.6,3.366956711
19.61,3.359140396
19.62,3.361982346
19.63,3.372642517
19.64,3.36340332
19.65,3.371221542
19.66,3.36340332
19.67,3.366247177
19.68,3.376905441
19.69,3.366247177
19.7,3.376195908
19.71,3.367668152
19.72,3.369089127
19.73,3.380458832
19.74,3.369800568
19.75,3.378326416
19.76,3.370510101
19.77,3.374063492
19.78,3.385433197
19.79,3.374063492
19.8,3.383300781
19.81,3.375484467
19.82,3.378326416
19.83,3.389696121
19.84,3.376195908
19.85,3.385433197
19.86,3.380458832
19.87,3.381879807
19.88,3.393960953
19.89,3.381170273
19.9,3.390407562
19.91,3.383300781
19.92,3.386144638
19.93,3.396802902
19.94,3.386144638
19.95,3.394670486
19.96,3.387565613
19.97,3.390407562
19.98,3.401065826
19.99,3.388986588
20,3.398223877
20.01,3.390407562
20.02,3.393960953
20.03,3.404619217
20.04,3.392539978
20.05,3.403198242
20.06,3.394670486
20.07,3.398223877
20.08,3.408172607
20.09,3.396091461
20.1,3.406751633
20.11,3.397514343
20.12,3.402488708
20.13,3.411014557
20.14,3.398935318
20.15,3.408172607
20.16,3.402488708
20.17,3.406751633
20.18,3.415279388
20.19,3.402488708
20.2,3.411725998
20.21,3.408172607
20.22,3.409593582
20.23,3.418121338
20.24,3.407461166
20.25,3.415988922
20.26,3.411014557
20.27,3.413858414
20.28,3.421674728
20.29,3.411014557
20.3,3.418121338
20.31,3.414567947
20.32,3.416700363
20.33,3.425228119
20.34,3.413146973
20.35,3.424516678
20.36,3.418832779
20.37,3.420963287
20.38,3.430202484
20.39,3.418121338
20.4,3.428779602
20.41,3.422384262
20.42,3.426649094
20.43,3.435174942
20.44,3.420963287
20.45,3.432332993
20.46,3.425937653
20.47,3.430202484
20.48,3.438728333
20.49,3.426649094
20.5,3.435174942
20.51,3.430202484
20.52,3.434465408
20.53,3.441572189
20.54,3.428070068
20.55,3.438018799
20.56,3.433753967
20.57,3.435886383
20.58,3.445123672
20.59,3.433753967
20.6,3.441572189
20.61,3.436597824
20.62,3.440860748
20.63,3.447967529
20.64,3.436597824
20.65,3.445835114
20.66,3.440149307
20.67,3.443702698
20.68,3.451519012
20.69,3.438728333
20.7,3.448677063
20.71,3.444414139
20.72,3.447967529
20.73,3.455783844
20.74,3.442281723
20.75,3.451519012
20.76,3.447967529
20.77,3.450809479
20.78,3.458625793
20.79,3.446546555
20.8,3.456493378
20.81,3.450809479
20.82,3.455783844
20.83,3.463600159
20.84,3.448677063
20.85,3.460046768
20.86,3.456493378
20.87,3.458625793
20.88,3.463600159
20.89,3.452230453
20.9,3.4643116
20.91,3.458625793
20.92,3.461467743
20.93,3.469285965
20.94,3.455072403
20.95,3.467153549
20.96,3.460758209
20.97,3.466442108
20.98,3.472837448
20.99,3.459337234
21,3.469995499
21.01,3.467153549
21.02,3.469285965
21.03,3.475681305
21.04,3.4643116
21.05,3.473548889
21.06,3.469285965
21.07,3.472127914
21.08,3.479944229
21.09,3.467153549
21.1,3.47710228
21.11,3.474969864
21.12,3.477811813
21.13,3.482786179
21.14,3.469995499
21.15,3.482076645
21.16,3.476390839
21.17,3.48065567
21.18,3.487760544
21.19,3.47426033
21.2,3.484918594
21.21,3.479944229
21.22,3.482786179
21.23,3.490604401
21.24,3.477811813
21.25,3.486339569
21.26,3.484207153
21.27,3.485630035
21.28,3.494155884
21.29,3.48065567
21.3,3.492025375
21.31,3.486339569
21.32,3.491313934
21.33,3.496999741
21.34,3.48349762
21.35,3.494867325
21.36,3.492025375
21.37,3.4962883
21.38,3.500551224
21.39,3.489181519
21.4,3.49984169
21.41,3.494155884
21.42,3.499130249
21.43,3.504816055
21.44,3.492025375
21.45,3.501974106
21.46,3.4962883
21.47,3.504104614
21.48,3.509078979
21.49,3.492734909
21.5,3.506948471
21.51,3.500551224
21.52,3.507658005
21.53,3.509790421
21.54,3.4962883
21.55,3.509078979
21.56,3.504104614
21.57,3.508369446
21.58,3.514764786
21.59,3.499130249
21.6,3.511211395
21.61,3.508369446
21.62,3.511922836
21.63,3.518318176
21.64,3.504104614
21.65,3.514764786
21.66,3.509790421
21.67,3.517606735
21.68,3.521160126
21.69,3.507658005
21.7,3.518318176
21.71,3.514053345
21.72,3.520448685
21.73,3.5225811
21.74,3.510499954
21.75,3.521869659
21.76,3.517606735
21.77,3.523292542
21.78,3.527555466
21.79,3.514053345
21.8,3.526134491
21.81,3.521160126
21.82,3.52897644
21.83,3.530397415
21.84,3.518318176
21.85,3.529687881
21.86,3.523292542
21.87,3.530397415
21.88,3.534662247
21.89,3.521160126
21.9,3.531108856
21.91,3.527555466
21.92,3.534662247
21.93,3.53821373
21.94,3.526844025
21.95,3.53537178
21.96,3.530397415
21.97,3.540346146
21.98,3.540346146
21.99,3.530397415
22,3.538925171
22.01,3.532529831
22.02,3.543899536
22.03,3.545320511
22.04,3.53181839
22.05,3.54176712
22.06,3.537504196
22.07,3.546741486
22.08,3.547452927
22.09,3.536083221
22.1,3.545320511
22.11,3.540346146
22.12,3.551006317
22.13,3.551006317
22.14,3.538925171
22.15,3.548873901
22.16,3.543188095
22.17,3.553848267
22.18,3.551715851
22.19,3.542478561
22.2,3.550294876
22.21,3.545320511
22.22,3.558822632
22.23,3.557401657
22.24,3.546031952
22.25,3.553848267
22.26,3.549583435
22.27,3.560955048
22.28,3.560243607
22.29,3.549583435
22.3,3.558111191
22.31,3.553136826
22.32,3.565217972
22.33,3.563796997
22.34,3.553136826
22.35,3.560955048
22.36,3.557401657
22.37,3.568771362
22.38,3.567350388
22.39,3.556690216
22.4,3.565217972
22.41,3.558822632
22.42,3.573034286
22.43,3.570192337
22.44,3.560243607
22.45,3.568771362
22.46,3.563085556
22.47,3.576587677
22.48,3.573034286
22.49,3.561664581
22.5,3.570901871
22.51,3.565217972
22.52,3.577299118
22.53,3.575166702
22.54,3.567350388
22.55,3.575166702
22.56,3.570192337
22.57,3.580141068
22.58,3.579429626
22.59,3.568771362
22.6,3.577299118
22.61,3.573034286
22.62,3.582983017
22.63,3.582271576
22.64,3.571613312
22.65,3.582983017
22.66,3.575166702
22.67,3.588668823
22.68,3.585115433
22.69,3.576587677
22.7,3.587245941
22.71,3.578008652
22.72,3.591510773
22.73,3.590089798
22.74,3.578720093
22.75,3.590089798
22.76,3.582983017
22.77,3.593643188
22.78,3.591510773
22.79,3.580850601
22.8,3.593643188
22.81,3.585824966
22.82,3.597194672
22.83,3.595064163
22.84,3.582983017
22.85,3.592931747
22.86,3.587957382
22.87,3.600038528
22.88,3.598615646
22.89,3.587957382
22.9,3.595064163
22.91,3.592931747
22.92,3.604301453
22.93,3.600748062
22.94,3.592220306
22.95,3.598615646
22.96,3.594352722
22.97,3.605722427
22.98,3.603590012
22.99,3.594352722
23,3.603590012
23.01,3.598615646
23.02,3.610696793
23.03,3.607854843
23.04,3.595773697
23.05,3.606433868
23.06,3.600748062
23.07,3.612117767
23.08,3.609275818
23.09,3.601459503
23.1,3.608564377
23.11,3.605012894
23.12,3.615671158
23.13,3.612829208
23.14,3.604301453
23.15,3.612829208
23.16,3.607854843
23.17,3.619224548
23.18,3.614959717
23.19,3.607143402
23.2,3.616382599
23.21,3.612829208
23.22,3.622066498
23.23,3.619934082
23.24,3.609275818
23.25,3.618513107
23.26,3.612829208
23.27,3.622777939
23.28,3.622066498
23.29,3.613538742
23.3,3.622066498
23.31,3.617092133
23.32,3.627040863
23.33,3.624198914
23.34,3.616382599
23.35,3.625619888
23.36,3.619934082
23.37,3.631303787
23.38,3.627040863
23.39,3.618513107
23.4,3.629173279
23.41,3.622066498
23.42,3.633436203
23.43,3.631303787
23.44,3.622066498
23.45,3.632015228
23.46,3.626329422
23.47,3.636989594
23.48,3.634857178
23.49,3.623487473
23.5,3.634857178
23.51,3.629173279
23.52,3.638410568
23.53,3.636989594
23.54,3.626329422
23.55,3.637701035
23.56,3.630594254
23.57,3.641252518
23.58,3.639122009
23.59,3.629882813
23.6,3.642673492
23.61,3.634147644
23.62,3.643384933
23.63,3.641963959
23.64,3.632015228
23.65,3.645517349
23.66,3.638410568
23.67,3.646938324
23.68,3.646226883
23.69,3.636278152
23.7,3.648359299
23.71,3.640542984
23.72,3.647647858
23.73,3.646938324
23.74,3.639122009
23.75,3.652622223
23.76,3.641963959
23.77,3.651912689
23.78,3.651201248
23.79,3.641963959
23.8,3.65546608
23.81,3.645517349
23.82,3.654754639
23.83,3.653333664
23.84,3.644805908
23.85,3.658308029
23.86,3.651201248
23.87,3.65546608
23.88,3.65546608
23.89,3.646938324
23.9,3.660440445
23.91,3.651912689
23.92,3.660440445
23.93,3.658308029
23.94,3.649780273
23.95,3.66541481
23.96,3.656175613
23.97,3.663991928
23.98,3.661149979
23.99,3.654045105
24,3.667545319
24.01,3.659729004
24.02,3.663282394
24.03,3.663282394
24.04,3.656887054
24.05,3.67181015
24.06,3.66186142
24.07,3.66825676
24.08,3.66541481
24.09,3.656887054
24.1,3.6746521
24.11,3.663991928
24.12,3.670389175
24.13,3.667545319
24.14,3.662570953
24.15,3.677494049
24.16,3.66825676
24.17,3.673940659
24.18,3.67181015
24.19,3.666124344
24.2,3.680335999
24.21,3.669677734
24.22,3.676784515
24.23,3.673231125
24.24,3.667545319
24.25,3.683889389
24.26,3.673940659
24.27,3.678915024
24.28,3.6746521
24.29,3.67181015
24.3,3.686733246
24.31,3.676784515
24.32,3.680335999
24.33,3.677494049
24.34,3.673231125
24.35,3.688863754
24.36,3.67820549
24.37,3.68460083
24.38,3.68104744
24.39,3.677494049
24.4,3.693128586
24.41,3.68104744
24.42,3.686733246
24.43,3.68460083
24.44,3.67820549
24.45,3.69383812
24.46,3.68460083
24.47,3.689575195
24.48,3.686733246
24.49,3.683179855
24.5,3.694549561
24.51,3.68744278
24.52,3.692417145
24.53,3.688863754
24.54,3.686021805
24.55,3.698812485
24.56,3.690284729
24.57,3.696680069
24.58,3.692417145
24.59,3.688154221
24.6,3.703077316
24.61,3.69383812
24.62,3.698102951
24.63,3.69383812
24.64,3.689575195
24.65,3.708049774
24.66,3.694549561
24.67,3.701654434
24.68,3.698102951
24.69,3.69383812
24.7,3.71018219
24.71,3.698812485
24.72,3.705207825
24.73,3.699523926
24.74,3.698102951
24.75,3.713024139
24.76,3.701654434
24.77,3.705919266
24.78,3.702365875
24.79,3.700233459
24.8,3.715156555
24.81,3.704498291
24.82,3.71018219
24.83,3.705919266
24.84,3.70378685
24.85,3.717998505
24.86,3.708049774
24.87,3.713024139
24.88,3.708761215
24.89,3.705919266
24.9,3.72013092
24.91,3.709472656
24.92,3.715867996
24.93,3.709472656
24.94,3.709472656
24.95,3.724393845
24.96,3.713024139
24.97,3.718709946
24.98,3.713024139
24.99,3.712314606
25,3.725816727
25.01,3.714447021
25.02,3.722263336
25.03,3.715156555
25.04,3.71373558
25.05,3.727947235
25.06,3.717998505
25.07,3.724393845
25.08,3.72013092
25.09,3.71657753
25.1,3.730791092
25.11,3.72297287
25.12,3.727237701
25.13,3.720842361
25.14,3.718709946
25.15,3.734342575
25.16,3.724393845
25.17,3.730079651
25.18,3.724393845
25.19,3.722263336
25.2,3.736474991
25.21,3.72652626
25.22,3.732212067
25.23,3.727947235
25.24,3.724393845
25.25,3.740028381
25.26,3.72936821
25.27,3.735765457
25.28,3.728658676
25.29,3.727237701
25.3,3.742160797
25.31,3.7329216
25.32,3.738607407
25.33,3.732212067
25.34,3.730791092
25.35,3.744291306
25.36,3.733633041
25.37,3.73931694
25.38,3.733633041
25.39,3.733633041
25.4,3.746423721
25.41,3.737895966
25.42,3.743581772
25.43,3.735054016
25.44,3.735054016
25.45,3.749265671
25.46,3.740028381
25.47,3.746423721
25.48,3.740028381
25.49,3.740028381
25.5,3.752819061
25.51,3.742870331
25.52,3.748556137
25.53,3.740737915
25.54,3.742160797
25.55,3.753530502
25.56,3.747135162
25.57,3.753530502
25.58,3.744291306
25.59,3.744291306
25.6,3.756372452
25.61,3.747844696
25.62,3.754951477
25.63,3.746423721
25.64,3.746423721
25.65,3.758504868
25.66,3.752109528
25.67,3.757793427
25.68,3.746423721
25.69,3.749265671
25.7,3.761346817
25.71,3.753530502
25.72,3.761346817
25.73,3.750686646
25.74,3.752109528
25.75,3.764188766
25.76,3.755661011
25.77,3.762767792
25.78,3.752109528
25.79,3.753530502
25.8,3.767030716
25.81,3.759214401
25.82,3.766321182
25.83,3.754240036
25.84,3.758504868
25.85,3.769874573
25.86,3.760635376
25.87,3.767742157
25.88,3.755661011
25.89,3.760635376
25.9,3.772005081
25.91,3.764188766
25.92,3.770584106
25.93,3.758504868
25.94,3.762056351
25.95,3.774848938
25.96,3.765609741
25.97,3.773426056
25.98,3.762767792
25.99,3.766321182
26,3.777690887
26.01,3.767742157
26.02,3.774848938
26.03,3.764188766
26.04,3.769163132
26.05,3.779823303
26.06,3.771295547
26.07,3.779111862
26.08,3.766321182
26.09,3.772005081
26.1,3.781244278
26.11,3.775558472
26.12,3.781244278
26.13,3.770584106
26.14,3.774848938
26.15,3.784795761
26.16,3.776979446
26.17,3.783374786
26.18,3.772716522
26.19,3.777690887
26.2,3.786218643
26.21,3.779823303
26.22,3.786218643
26.23,3.775558472
26.24,3.778400421
26.25,3.789770126
26.26,3.782665253
26.27,3.788349152
26.28,3.779823303
26.29,3.783374786
26.3,3.792613983
26.31,3.784086227
26.32,3.790481567
26.33,3.781244278
26.34,3.786218643
26.35,3.793323517
26.36,3.786928177
26.37,3.793323517
26.38,3.782665253
26.39,3.786928177
26.4,3.798297882
26.41,3.789060593
26.42,3.798297882
26.43,3.786218643
26.44,3.789770126
26.45,3.800430298
26.46,3.792613983
26.47,3.800430298
26.48,3.789770126
26.49,3.794744492
26.5,3.803983688
26.51,3.794034958
26.52,3.800430298
26.53,3.793323517
26.54,3.794744492
26.55,3.804693222
26.56,3.797588348
26.57,3.804693222
26.58,3.796167374
26.59,3.798297882
26.6,3.807537079
26.61,3.797588348
26.62,3.806114197
26.63,3.798297882
26.64,3.800430298
26.65,3.811088562
26.66,3.800430298
26.67,3.807537079
26.68,3.800430298
26.69,3.803983688
26.7,3.812511444
26.71,3.803272247
26.72,3.810379028
26.73,3.803272247
26.74,3.806114197
26.75,3.816062927
26.76,3.806114197
26.77,3.813220978
26.78,3.805404663
26.79,3.808958054
26.8,3.816774368
26.81,3.808246613
26.82,3.815353394
26.83,3.808958054
26.84,3.810379028
26.85,3.819616318
26.86,3.809667587
26.87,3.818195343
26.88,3.810379028
26.89,3.812511444
26.9,3.823169708
26.91,3.813932419
26.92,3.821037292
26.93,3.813220978
26.94,3.816062927
26.95,3.826723099
26.96,3.814641953
26.97,3.822458267
26.98,3.814641953
26.99,3.818906784
27,3.828855515
27.01,3.818195343
27.02,3.826011658
27.03,3.818906784
27.04,3.821037292
27.05,3.830986023
27.06,3.819616318
27.07,3.828144073
27.08,3.821748734
27.09,3.822458267
27.1,3.833118439
27.11,3.821037292
27.12,3.829565048
27.13,3.823881149
27.14,3.825302124
27.15,3.835250854
27.16,3.823881149
27.17,3.832406998
27.18,3.825302124
27.19,3.828855515
27.2,3.838802338
27.21,3.826011658
27.22,3.835250854
27.23,3.828144073
27.24,3.831697464
27.25,3.839513779
27.26,3.828144073
27.27,3.838092804
27.28,3.828144073
27.29,3.834539413
27.3,3.843776703
27.31,3.830276489
27.32,3.840934753
27.33,3.833827972
27.34,3.836671829
27.35,3.845199585
27.36,3.833118439
27.37,3.842355728
27.38,3.837381363
27.39,3.838802338
27.4,3.84662056
27.41,3.836671829
27.42,3.845199585
27.43,3.838092804
27.44,3.840934753
27.45,3.850172043
27.46,3.836671829
27.47,3.848751068
27.48,3.841646194
27.49,3.845199585
27.5,3.850172043
27.51,3.839513779
27.52,3.849462509
27.53,3.845199585
27.54,3.845909119
27.55,3.855146408
27.56,3.842355728
27.57,3.850172043
27.58,3.84662056
27.59,3.849462509
27.6,3.857990265
27.61,3.845199585
27.62,3.854436874
27.63,3.848751068
27.64,3.850883484
27.65,3.85941124
27.66,3.84662056
27.67,3.85656929
27.68,3.852304459
27.69,3.854436874
27.7,3.861543655
27.71,3.848041534
27.72,3.858699799
27.73,3.8530159
27.74,3.855857849
27.75,3.864385605
27.76,3.851594925
27.77,3.860832214
27.78,3.85656929
27.79,3.85941124
27.8,3.86580658
27.81,3.8530159
27.82,3.862253189
27.83,3.85656929
27.84,3.861543655
27.85,3.86935997
27.86,3.855146408
27.87,3.865095139
27.88,3.860120773
27.89,3.863674164
27.9,3.871490479
27.91,3.85656929
27.92,3.867938995
27.93,3.862253189
27.94,3.866516113
27.95,3.87220192
27.96,3.857990265
27.97,3.870069504
27.98,3.865095139
27.99,3.867938995
28,3.87575531
28.01,3.86296463
28.02,3.87220192
28.03,3.867938995
28.04,3.871490479
28.05,3.877887726
28.06,3.863674164
28.07,3.874334335
28.08,3.870069504
28.09,3.874334335
28.1,3.880729675
28.11,3.86580658
28.12,3.877176285
28.13,3.873622894
28.14,3.876464844
28.15,3.88215065
28.16,3.867227554
28.17,3.877887726
28.18,3.87575531
28.19,3.87859726
28.2,3.884992599
28.21,3.870780945
28.22,3.881439209
28.23,3.877176285
28.24,3.879308701
28.25,3.887125015
28.26,3.87220192
28.27,3.885704041
28.28,3.879308701
28.29,3.884992599
28.3,3.889257431
28.31,3.875043869
28.32,3.884992599
28.33,3.882860184
28.34,3.885704041
28.35,3.89209938
28.36,3.87859726
28.37,3.88854599
28.38,3.884283066
28.39,3.889257431
28.4,3.893520355
28.41,3.881439209
28.42,3.891387939
28.43,3.887125015
28.44,3.89209938
28.45,3.896362305
28.46,3.880729675
28.47,3.89209938
28.48,3.88854599
28.49,3.89494133
28.5,3.899204254
28.51,3.882860184
28.52,3.895652771
28.53,3.890678406
28.54,3.89494133
28.55,3.899915695
28.56,3.885704041
28.57,3.89849472
28.58,3.894231796
28.59,3.899915695
28.6,3.902048111
28.61,3.88854599
28.62,3.899204254
28.63,3.895652771
28.64,3.900627136
28.65,3.902757645
28.66,3.889257431
28.67,3.903469086
28.68,3.896362305
28.69,3.903469086
28.7,3.90489006
28.71,3.893520355
28.72,3.902048111
28.73,3.899204254
28.74,3.904178619
28.75,3.90773201
28.76,3.896362305
28.77,3.905601501
28.78,3.899915695
28.79,3.908443451
28.8,3.909152985
28.81,3.897073746
28.82,3.90773201
28.83,3.902757645
28.84,3.9112854
28.85,3.911996841
28.86,3.899915695
28.87,3.909864426
28.88,3.905601501
28.89,3.911996841
28.9,3.914838791
28.91,3.902757645
28.92,3.912706375
28.93,3.906311035
28.94,3.91412735
28.95,3.914838791
28.96,3.904178619
28.97,3.913417816
28.98,3.90773201
28.99,3.918392181
29,3.91768074
29.01,3.907022476
29.02,3.916259766
29.03,3.910575867
29.04,3.919813156
29.05,3.921945572
29.06,3.909864426
29.07,3.919101715
29.08,3.911996841
29.09,3.92407608
29.1,3.92407608
29.11,3.911996841
29.12,3.921945572
29.13,3.91412735
29.14,3.92407608
29.15,3.924787521
29.16,3.912706375
29.17,3.923366547
29.18,3.916971207
29.19,3.926919937
29.2,3.927629471
29.21,3.914838791
29.22,3.92407608
29.23,3.919813156
29.24,3.931182861
29.25,3.929050446
29.26,3.916971207
29.27,3.927629471
29.28,3.92052269
29.29,3.932603836
29.3,3.931182861
29.31,3.919813156
29.32,3.928340912
29.33,3.923366547
29.34,3.934736252
29.35,3.932603836
29.36,3.922655106
29.37,3.931182861
29.38,3.924787521
29.39,3.938289642
29.4,3.935445786
29.41,3.923366547
29.42,3.931892395
29.43,3.926919937
29.44,3.940420151
29.45,3.937578201
29.46,3.926919937
29.47,3.934736252
29.48,3.929050446
29.49,3.941841125
29.5,3.938999176
29.51,3.928340912
29.52,3.93686676
29.53,3.929761887
29.54,3.942552567
29.55,3.940420151
29.56,3.929761887
29.57,3.939710617
29.58,3.934736252
29.59,3.945394516
29.6,3.942552567
29.61,3.933315277
29.62,3.9432621
29.63,3.936157227
29.64,3.948947906
29.65,3.946105957
29.66,3.935445786
29.67,3.945394516
29.68,3.938999176
29.69,3.950368881
29.7,3.946105957
29.71,3.936157227
29.72,3.947526932
29.73,3.939710617
29.74,3.953210831
29.75,3.951080322
29.76,3.938999176
29.77,3.948236465
29.78,3.941841125
29.79,3.952501297
29.8,3.951789856
29.81,3.940420151
29.82,3.947526932
29.83,3.944684982
29.84,3.956054688
29.85,3.952501297
29.86,3.943973541
29.87,3.950368881
29.88,3.945394516
29.89,3.958185196
29.9,3.955343246
29.91,3.945394516
29.92,3.952501297
29.93,3.948236465
29.94,3.959606171
29.95,3.956054688
29.96,3.947526932
29.97,3.954633713
29.98,3.949659348
29.99,3.961738586
30,3.958896637
30.01,3.949659348
30.02,3.956764221
30.03,3.951080322
30.04,3.963159561
30.05,3.961029053
30.06,3.950368881
30.07,3.958896637
30.08,3.954633713
30.09,3.965291977
30.1,3.962450027
30.11,3.953922272
30.12,3.961738586
30.13,3.956764221
30.14,3.966712952
30.15,3.963159561
30.16,3.954633713
30.17,3.963871002
30.18,3.956764221
30.19,3.967424393
30.2,3.965291977
30.21,3.956764221
30.22,3.964580536
30.23,3.960317612
30.24,3.970266342
30.25,3.967424393
30.26,3.958185196
30.27,3.967424393
30.28,3.961738586
30.29,3.970977783
30.3,3.970266342
30.31,3.961738586
30.32,3.969554901
30.33,3.964580536
30.34,3.973819733
30.35,3.972398758
30.36,3.961738586
30.37,3.971687317
30.38,3.966712952
30.39,3.975950241
30.4,3.972398758
30.41,3.963871002
30.42,3.973108292
30.43,3.968845367
30.44,3.978082657
30.45,3.975240707
30.46,3.968133926
30.47,3.975950241
30.48,3.969554901
30.49,3.980215073
30.5,3.978082657
30.51,3.967424393
30.52,3.978794098
30.53,3.972398758
30.54,3.980215073
30.55,3.978794098
30.56,3.969554901
30.57,3.980215073
30.58,3.973108292
30.59,3.983768463
30.6,3.980924606
30.61,3.973108292
30.62,3.981636047
30.63,3.974529266
30.64,3.986610413
30.65,3.983057022
30.66,3.975240707
30.67,3.983768463
30.68,3.976661682
30.69,3.988031387
30.7,3.984477997
30.71,3.975950241
30.72,3.986610413
30.73,3.980924606
30.74,3.987321854
30.75,3.987321854
30.76,3.976661682
30.77,3.988031387
30.78,3.982347488
30.79,3.991584778
30.8,3.989452362
30.81,3.978794098
30.82,3.991584778
30.83,3.983057022
30.84,3.993717194
30.85,3.990873337
30.86,3.981636047
30.87,3.993005753
30.88,3.983768463
30.89,3.993717194
30.9,3.992294312
30.91,3.982347488
30.92,3.994426727
30.93,3.987321854
30.94,3.995847702
30.95,3.994426727
30.96,3.984477997
30.97,3.994426727
30.98,3.988031387
30.99,3.996559143
31,3.996559143
31.01,3.985898972
31.02,3.998691559
31.03,3.990873337
31.04,3.999401093
31.05,3.997980118
31.06,3.988742828
31.07,4.001533508
31.08,3.992294312
31.09,4.000822067
31.1,3.999401093
31.11,3.990163803
31.12,4.001533508
31.13,3.996559143
31.14,4.003665924
31.15,4.002954483
31.16,3.992294312
31.17,4.004375458
31.18,3.997268677
31.19,4.003665924
31.2,4.002954483
31.21,3.994426727
31.22,4.004375458
31.23,3.998691559
31.24,4.006507874
31.25,4.005086899
31.26,3.993717194
31.27,4.008638382
31.28,3.999401093
31.29,4.007217407
31.3,4.005796432
31.31,3.997980118
31.32,4.010770798
31.33,4.001533508
31.34,4.009349823
31.35,4.007217407
31.36,3.998691559
31.37,4.012191772
31.38,4.003665924
31.39,4.011482239
31.4,4.007217407
31.41,4.000112534
31.42,4.014324188
31.43,4.005796432
31.44,4.012191772
31.45,4.010061264
31.46,4.002954483
31.47,4.015745163
31.48,4.007217407
31.49,4.013612747
31.5,4.012191772
31.51,4.005086899
31.52,4.017877579
31.53,4.010061264
31.54,4.016456604
31.55,4.012191772
31.56,4.005796432
31.57,4.021430969
31.58,4.010770798
31.59,4.017877579
31.6,4.015035629
31.61,4.008638382
31.62,4.022851944
31.63,4.014324188
31.64,4.019298553
31.65,4.014324188
31.66,4.010061264
31.67,4.024982452
31.68,4.015035629
31.69,4.022140503
31.7,4.017166138
31.71,4.012191772
31.72,4.026405334
31.73,4.016456604
31.74,4.022851944
31.75,4.019298553
31.76,4.014324188
31.77,4.029247284
31.78,4.018587112
31.79,4.022851944
31.8,4.022140503
31.81,4.015035629
31.82,4.032089233
31.83,4.020009995
31.84,4.024982452
31.85,4.022140503
31.86,4.017166138
31.87,4.032089233
31.88,4.022851944
31.89,4.026405334
31.9,4.022851944
31.91,4.020719528
31.92,4.032800674
31.93,4.024982452
31.94,4.029956818
31.95,4.025693893
31.96,4.020719528
31.97,4.03777504
31.98,4.024982452
31.99,4.030668259
32,4.027114868
32.01,4.022140503
32.02,4.039196014
32.03,4.027826309
32.04,4.032089233
32.05,4.029247284
32.06,4.024982452
32.07,4.040616989
32.08,4.029247284
32.09,4.034931183
32.1,4.029956818
32.11,4.027114868
32.12,4.042749405
32.13,4.030668259
32.14,4.036354065
32.15,4.032800674
32.16,4.029956818
32.17,4.043458939
32.18,4.033510208
32.19,4.03777504
32.2,4.032800674
32.21,4.0313797
32.22,4.044879913
32.23,4.034221649
32.24,4.040616989
32.25,4.034221649
32.26,4.0313797
32.27,4.046300888
32.28,4.037063599
32.29,4.042037964
32.3,4.034221649
32.31,4.034221649
32.32,4.046300888
32.33,4.037063599
32.34,4.043458939
32.35,4.039196014
32.36,4.037063599
32.37,4.049144745
32.38,4.039905548
32.39,4.044879913
32.4,4.039196014
32.41,4.038484573
32.42,4.051275253
32.43,4.041326523
32.44,4.047012329
32.45,4.041326523
32.46,4.039905548
32.47,4.052698135
32.48,4.042037964
32.49,4.05056572
32.5,4.042037964
32.51,4.041326523
32.52,4.051986694
32.53,4.045591354
32.54,4.051275253
32.55,4.043458939
32.56,4.042749405
32.57,4.055540085
32.58,4.04772377
32.59,4.053407669
32.6,4.045591354
32.61,4.045591354
32.62,4.057670593
32.63,4.04772377
32.64,4.054828644
32.65,4.04772377
32.66,4.046300888
32.67,4.059093475
32.68,4.05056572
32.69,4.05696106
32.7,4.048433304
32.71,4.04772377
32.72,4.061223984
32.73,4.053407669
32.74,4.059093475
32.75,4.05056572
32.76,4.05056572
32.77,4.061935425
32.78,4.052698135
32.79,4.059803009
32.8,4.051986694
32.81,4.051986694
32.82,4.064067841
32.83,4.05696106
32.84,4.061223984
32.85,4.051986694
32.86,4.053407669
32.87,4.065488815
32.88,4.05696106
32.89,4.061223984
32.9,4.054828644
32.91,4.054828644
32.92,4.06690979
32.93,4.059093475
32.94,4.066198349
32.95,4.056249619
32.96,4.05696106
32.97,4.068330765
32.98,4.061935425
32.99,4.06690979
33,4.058382034
33.01,4.058382034
33.02,4.070463181
